Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
T. Brighton|Wards 1-4|1-4|District Attorney|DEM|Carli McNeill|302
T. Brighton|Wards 1-4|1-4|District Attorney|Write-In||2
T. Brighton|Wards 1-4|1-4|County Clerk|DEM|Regi Waligora|600
T. Brighton|Wards 1-4|1-4|County Clerk|Write-In||38
T. Brighton|Wards 1-4|1-4|County Treasurer|DEM|Teri Jacobson|604
T. Brighton|Wards 1-4|1-4|County Treasurer|Write-In||35
T. Brighton|Wards 1-4|1-4|Register of Deeds|DEM|Jennifer Mack|577
T. Brighton|Wards 1-4|1-4|Register of Deeds|Write-In||31
T. Brighton|Wards 1-4|1-4|State Referendum|Yes||814
T. Brighton|Wards 1-4|1-4|State Referendum|No||172
T. Brighton|Wards 1-4|1-4|Union Grove Union High School Referendum Union Grove Union|Yes||19
T. Brighton|Wards 1-4|1-4|Union Grove Union High School Referendum Union Grove Union|No||17
T. Paris|Wards 1,2|1,2|President / Vice President|REP|Donald J. Trump / JD Vance|672
T. Paris|Wards 1,2|1,2|President / Vice President|DEM|Kamala D. Harris / Tim Walz|313
T. Paris|Wards 1,2|1,2|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|5
T. Paris|Wards 1,2|1,2|President / Vice President|GRN|Jill Stein / Rudolph Ware|4
T. Paris|Wards 1,2|1,2|President / Vice President|CON|Randall Terry / Stephen Broden|2
T. Paris|Wards 1,2|1,2|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
T. Paris|Wards 1,2|1,2|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
T. Paris|Wards 1,2|1,2|President / Vice President|JFA|Cornel West / Melina Abdullah|0
T. Paris|Wards 1,2|1,2|President / Vice President|Write-In||1
T. Paris|Wards 1,2|1,2|United States Senator|REP|Eric Hovde|659
T. Paris|Wards 1,2|1,2|United States Senator|DEM|Tammy Baldwin|309
T. Paris|Wards 1,2|1,2|United States Senator|DTC|Phil Anderson|14
T. Paris|Wards 1,2|1,2|United States Senator|AFT|Thomas Leager|9
T. Paris|Wards 1,2|1,2|United States Senator|Write-In||0
T. Paris|Wards 1,2|1,2|Representative in Congress|REP|Bryan Steil|696
T. Paris|Wards 1,2|1,2|Representative in Congress|DEM|Peter Barca|280
T. Paris|Wards 1,2|1,2|Representative in Congress|GRN|Chester Todd, Jr.|13
T. Paris|Wards 1,2|1,2|Representative in Congress|Write-In||0
T. Paris|Wards 1,2|1,2|Representative to the Assembly District 32|REP|Amanda Nedweski|687
T. Paris|Wards 1,2|1,2|Representative to the Assembly District 32|DEM|Michael Dhindsa|276
T. Paris|Wards 1,2|1,2|Representative to the Assembly District 32|Write-In||0
T. Paris|Wards 1,2|1,2|District Attorney|REP|Xavier Solis|633
T. Paris|Wards 1,2|1,2|District Attorney|DEM|Carli McNeill|305
T. Paris|Wards 1,2|1,2|District Attorney|Write-In||0
T. Paris|Wards 1,2|1,2|County Clerk|DEM|Regi Waligora|560
T. Paris|Wards 1,2|1,2|County Clerk|Write-In||35
T. Paris|Wards 1,2|1,2|County Treasurer|DEM|Teri Jacobson|569
T. Paris|Wards 1,2|1,2|County Treasurer|Write-In||36
T. Paris|Wards 1,2|1,2|Register of Deeds|DEM|Jennifer Mack|566
T. Paris|Wards 1,2|1,2|Register of Deeds|Write-In||32
T. Paris|Wards 1,2|1,2|State Referendum|Yes||761
T. Paris|Wards 1,2|1,2|State Referendum|No||180
T. Paris|Wards 1,2|1,2|Union Grove Union High School Referendum Union Grove Union|No||14
T. Paris|Wards 1,2|1,2|Union Grove Union High School Referendum Union Grove Union|Yes||9
T. Randall|Wards 1-6|1-6|President / Vice President|REP|Donald J. Trump / JD Vance|1547
T. Randall|Wards 1-6|1-6|President / Vice President|DEM|Kamala D. Harris / Tim Walz|629
T. Randall|Wards 1-6|1-6|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|13
T. Randall|Wards 1-6|1-6|President / Vice President|GRN|Jill Stein / Rudolph Ware|6
T. Randall|Wards 1-6|1-6|President / Vice President|CON|Randall Terry / Stephen Broden|3
T. Randall|Wards 1-6|1-6|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
T. Randall|Wards 1-6|1-6|President / Vice President|JFA|Cornel West / Melina Abdullah|1
T. Randall|Wards 1-6|1-6|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
T. Randall|Wards 1-6|1-6|President / Vice President|Write-In||8
T. Randall|Wards 1-6|1-6|United States Senator|REP|Eric Hovde|1499
T. Randall|Wards 1-6|1-6|United States Senator|DEM|Tammy Baldwin|625
T. Randall|Wards 1-6|1-6|United States Senator|DTC|Phil Anderson|27
T. Randall|Wards 1-6|1-6|United States Senator|AFT|Thomas Leager|19
T. Randall|Wards 1-6|1-6|United States Senator|Write-In||2
T. Randall|Wards 1-6|1-6|Representative in Congress|REP|Bryan Steil|1563
T. Randall|Wards 1-6|1-6|Representative in Congress|DEM|Peter Barca|563
T. Randall|Wards 1-6|1-6|Representative in Congress|GRN|Chester Todd, Jr.|28
T. Randall|Wards 1-6|1-6|Representative in Congress|Write-In||1
T. Randall|Wards 1-6|1-6|Representative to the Assembly District 32|REP|Amanda Nedweski|1549
T. Randall|Wards 1-6|1-6|Representative to the Assembly District 32|DEM|Michael Dhindsa|575
T. Randall|Wards 1-6|1-6|Representative to the Assembly District 32|Write-In||3
T. Randall|Wards 1-6|1-6|District Attorney|REP|Xavier Solis|1452
T. Randall|Wards 1-6|1-6|District Attorney|DEM|Carli McNeill|629
T. Randall|Wards 1-6|1-6|District Attorney|Write-In||3
T. Randall|Wards 1-6|1-6|County Clerk|DEM|Regi Waligora|1246
T. Randall|Wards 1-6|1-6|County Clerk|Write-In||122
T. Randall|Wards 1-6|1-6|County Treasurer|DEM|Teri Jacobson|1244
T. Randall|Wards 1-6|1-6|County Treasurer|Write-In||121
T. Randall|Wards 1-6|1-6|Register of Deeds|DEM|Jennifer Mack|1237
T. Randall|Wards 1-6|1-6|Register of Deeds|Write-In||114
T. Randall|Wards 1-6|1-6|State Referendum|Yes||1746
T. Randall|Wards 1-6|1-6|State Referendum|No||360
T. Somers|Wards 1-4|1-4|President / Vice President|REP|Donald J. Trump / JD Vance|323
T. Somers|Wards 1-4|1-4|President / Vice President|DEM|Kamala D. Harris / Tim Walz|234
T. Somers|Wards 1-4|1-4|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|5
T. Somers|Wards 1-4|1-4|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
T. Somers|Wards 1-4|1-4|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
T. Somers|Wards 1-4|1-4|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
T. Somers|Wards 1-4|1-4|President / Vice President|JFA|Cornel West / Melina Abdullah|0
T. Somers|Wards 1-4|1-4|President / Vice President|CON|Randall Terry / Stephen Broden|0
T. Somers|Wards 1-4|1-4|President / Vice President|Write-In||2
T. Somers|Wards 1-4|1-4|United States Senator|REP|Eric Hovde|290
T. Somers|Wards 1-4|1-4|United States Senator|DEM|Tammy Baldwin|244
T. Somers|Wards 1-4|1-4|United States Senator|AFT|Thomas Leager|11
T. Somers|Wards 1-4|1-4|United States Senator|DTC|Phil Anderson|8
T. Somers|Wards 1-4|1-4|United States Senator|Write-In||2
T. Somers|Wards 1-4|1-4|Representative in Congress|REP|Bryan Steil|304
T. Somers|Wards 1-4|1-4|Representative in Congress|DEM|Peter Barca|240
T. Somers|Wards 1-4|1-4|Representative in Congress|GRN|Chester Todd, Jr.|9
T. Somers|Wards 1-4|1-4|Representative in Congress|Write-In||1
T. Somers|Wards 1-4|1-4|State Senator District 22|DEM|Robert W. Wirch|340
T. Somers|Wards 1-4|1-4|State Senator District 22|Write-In||26
T. Somers|Wards 1-4|1-4|Representative to the Assembly District 64|REP|Ed Hibsch|290
T. Somers|Wards 1-4|1-4|Representative to the Assembly District 64|DEM|Tip McGuire|253
T. Somers|Wards 1-4|1-4|Representative to the Assembly District 64|Write-In||1
T. Somers|Wards 1-4|1-4|District Attorney|REP|Xavier Solis|293
T. Somers|Wards 1-4|1-4|District Attorney|DEM|Carli McNeill|252
T. Somers|Wards 1-4|1-4|District Attorney|Write-In||0
T. Somers|Wards 1-4|1-4|County Clerk|DEM|Regi Waligora|339
T. Somers|Wards 1-4|1-4|County Clerk|Write-In||26
T. Somers|Wards 1-4|1-4|County Treasurer|DEM|Teri Jacobson|337
T. Somers|Wards 1-4|1-4|County Treasurer|Write-In||26
T. Somers|Wards 1-4|1-4|Register of Deeds|DEM|Jennifer Mack|334
T. Somers|Wards 1-4|1-4|Register of Deeds|Write-In||26
T. Somers|Wards 1-4|1-4|State Referendum|Yes||402
T. Somers|Wards 1-4|1-4|State Referendum|No||127
T. Wheatland|Wards 1-5|1-5|President / Vice President|REP|Donald J. Trump / JD Vance|1452
T. Wheatland|Wards 1-5|1-5|President / Vice President|DEM|Kamala D. Harris / Tim Walz|714
T. Wheatland|Wards 1-5|1-5|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|9
T. Wheatland|Wards 1-5|1-5|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|8
T. Wheatland|Wards 1-5|1-5|President / Vice President|GRN|Jill Stein / Rudolph Ware|4
T. Wheatland|Wards 1-5|1-5|President / Vice President|CON|Randall Terry / Stephen Broden|1
T. Wheatland|Wards 1-5|1-5|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
T. Wheatland|Wards 1-5|1-5|President / Vice President|JFA|Cornel West / Melina Abdullah|0
T. Wheatland|Wards 1-5|1-5|President / Vice President|Write-In||3
T. Wheatland|Wards 1-5|1-5|United States Senator|REP|Eric Hovde|1381
T. Wheatland|Wards 1-5|1-5|United States Senator|DEM|Tammy Baldwin|718
T. Wheatland|Wards 1-5|1-5|United States Senator|DTC|Phil Anderson|33
T. Wheatland|Wards 1-5|1-5|United States Senator|AFT|Thomas Leager|31
T. Wheatland|Wards 1-5|1-5|United States Senator|Write-In||1
T. Wheatland|Wards 1-5|1-5|Representative in Congress|REP|Bryan Steil|1498
T. Wheatland|Wards 1-5|1-5|Representative in Congress|DEM|Peter Barca|628
T. Wheatland|Wards 1-5|1-5|Representative in Congress|GRN|Chester Todd, Jr.|31
T. Wheatland|Wards 1-5|1-5|Representative in Congress|Write-In||2
T. Wheatland|Wards 1-5|1-5|Representative to the Assembly District 32|REP|Amanda Nedweski|1457
T. Wheatland|Wards 1-5|1-5|Representative to the Assembly District 32|DEM|Michael Dhindsa|659
T. Wheatland|Wards 1-5|1-5|Representative to the Assembly District 32|Write-In||1
T. Wheatland|Wards 1-5|1-5|District Attorney|REP|Xavier Solis|1354
T. Wheatland|Wards 1-5|1-5|District Attorney|DEM|Carli McNeill|727
T. Wheatland|Wards 1-5|1-5|District Attorney|Write-In||1
T. Wheatland|Wards 1-5|1-5|County Clerk|DEM|Regi Waligora|1377
T. Wheatland|Wards 1-5|1-5|County Clerk|Write-In||73
T. Wheatland|Wards 1-5|1-5|County Treasurer|DEM|Teri Jacobson|1390
T. Wheatland|Wards 1-5|1-5|County Treasurer|Write-In||67
T. Wheatland|Wards 1-5|1-5|Register of Deeds|DEM|Jennifer Mack|1369
T. Wheatland|Wards 1-5|1-5|Register of Deeds|Write-In||66
T. Wheatland|Wards 1-5|1-5|State Referendum|Yes||1656
T. Wheatland|Wards 1-5|1-5|State Referendum|No||399
V. Bristol|Wards 1-3|1-3|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
V. Bristol|Wards 1-3|1-3|President / Vice President|REP|Donald J. Trump / JD Vance|0
V. Bristol|Wards 1-3|1-3|President / Vice President|CON|Randall Terry / Stephen Broden|0
V. Bristol|Wards 1-3|1-3|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
V. Bristol|Wards 1-3|1-3|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
V. Bristol|Wards 1-3|1-3|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
V. Bristol|Wards 1-3|1-3|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Bristol|Wards 1-3|1-3|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
V. Bristol|Wards 1-3|1-3|President / Vice President|Write-In||0
V. Bristol|Wards 1-3|1-3|United States Senator|DEM|Tammy Baldwin|0
V. Bristol|Wards 1-3|1-3|United States Senator|REP|Eric Hovde|0
V. Bristol|Wards 1-3|1-3|United States Senator|DTC|Phil Anderson|0
V. Bristol|Wards 1-3|1-3|United States Senator|AFT|Thomas Leager|0
V. Bristol|Wards 1-3|1-3|United States Senator|Write-In||0
V. Bristol|Wards 1-3|1-3|Representative in Congress|DEM|Peter Barca|0
V. Bristol|Wards 1-3|1-3|Representative in Congress|REP|Bryan Steil|0
V. Bristol|Wards 1-3|1-3|Representative in Congress|GRN|Chester Todd, Jr.|0
V. Bristol|Wards 1-3|1-3|Representative in Congress|Write-In||0
V. Bristol|Wards 1-3|1-3|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
V. Bristol|Wards 1-3|1-3|Representative to the Assembly District 32|REP|Amanda Nedweski|0
V. Bristol|Wards 1-3|1-3|Representative to the Assembly District 32|Write-In||0
V. Bristol|Wards 1-3|1-3|District Attorney|DEM|Carli McNeill|0
V. Bristol|Wards 1-3|1-3|District Attorney|REP|Xavier Solis|0
V. Bristol|Wards 1-3|1-3|District Attorney|Write-In||0
V. Bristol|Wards 1-3|1-3|County Clerk|DEM|Regi Waligora|0
V. Bristol|Wards 1-3|1-3|County Clerk|Write-In||0
V. Bristol|Wards 1-3|1-3|County Treasurer|DEM|Teri Jacobson|0
V. Bristol|Wards 1-3|1-3|County Treasurer|Write-In||0
V. Bristol|Wards 1-3|1-3|Register of Deeds|DEM|Jennifer Mack|0
V. Bristol|Wards 1-3|1-3|Register of Deeds|Write-In||0
V. Bristol|Wards 1-3|1-3|State Referendum|Yes||0
V. Bristol|Wards 1-3|1-3|State Referendum|No||0
V. Bristol|Wards 4-7|4-7|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
V. Bristol|Wards 4-7|4-7|President / Vice President|REP|Donald J. Trump / JD Vance|0
V. Bristol|Wards 4-7|4-7|President / Vice President|CON|Randall Terry / Stephen Broden|0
V. Bristol|Wards 4-7|4-7|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
V. Bristol|Wards 4-7|4-7|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
V. Bristol|Wards 4-7|4-7|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
V. Bristol|Wards 4-7|4-7|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Bristol|Wards 4-7|4-7|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
V. Bristol|Wards 4-7|4-7|President / Vice President|Write-In||0
V. Bristol|Wards 4-7|4-7|United States Senator|DEM|Tammy Baldwin|0
V. Bristol|Wards 4-7|4-7|United States Senator|REP|Eric Hovde|0
V. Bristol|Wards 4-7|4-7|United States Senator|DTC|Phil Anderson|0
V. Bristol|Wards 4-7|4-7|United States Senator|AFT|Thomas Leager|0
V. Bristol|Wards 4-7|4-7|United States Senator|Write-In||0
V. Bristol|Wards 4-7|4-7|Representative in Congress|DEM|Peter Barca|0
V. Bristol|Wards 4-7|4-7|Representative in Congress|REP|Bryan Steil|0
V. Bristol|Wards 4-7|4-7|Representative in Congress|GRN|Chester Todd, Jr.|0
V. Bristol|Wards 4-7|4-7|Representative in Congress|Write-In||0
V. Bristol|Wards 4-7|4-7|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
V. Bristol|Wards 4-7|4-7|Representative to the Assembly District 32|REP|Amanda Nedweski|0
V. Bristol|Wards 4-7|4-7|Representative to the Assembly District 32|Write-In||0
V. Bristol|Wards 4-7|4-7|District Attorney|DEM|Carli McNeill|0
V. Bristol|Wards 4-7|4-7|District Attorney|REP|Xavier Solis|0
V. Bristol|Wards 4-7|4-7|District Attorney|Write-In||0
V. Bristol|Wards 4-7|4-7|County Clerk|DEM|Regi Waligora|0
V. Bristol|Wards 4-7|4-7|County Clerk|Write-In||0
V. Bristol|Wards 4-7|4-7|County Treasurer|DEM|Teri Jacobson|0
V. Bristol|Wards 4-7|4-7|County Treasurer|Write-In||0
V. Bristol|Wards 4-7|4-7|Register of Deeds|DEM|Jennifer Mack|0
V. Bristol|Wards 4-7|4-7|Register of Deeds|Write-In||0
V. Bristol|Wards 4-7|4-7|State Referendum|Yes||0
V. Bristol|Wards 4-7|4-7|State Referendum|No||0
V. Genoa City|Wards 6|6|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
V. Genoa City|Wards 6|6|President / Vice President|REP|Donald J. Trump / JD Vance|0
V. Genoa City|Wards 6|6|President / Vice President|CON|Randall Terry / Stephen Broden|0
V. Genoa City|Wards 6|6|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
V. Genoa City|Wards 6|6|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
V. Genoa City|Wards 6|6|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
V. Genoa City|Wards 6|6|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Genoa City|Wards 6|6|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
V. Genoa City|Wards 6|6|President / Vice President|Write-In||0
V. Genoa City|Wards 6|6|United States Senator|DEM|Tammy Baldwin|0
V. Genoa City|Wards 6|6|United States Senator|REP|Eric Hovde|0
V. Genoa City|Wards 6|6|United States Senator|DTC|Phil Anderson|0
V. Genoa City|Wards 6|6|United States Senator|AFT|Thomas Leager|0
V. Genoa City|Wards 6|6|United States Senator|Write-In||0
V. Genoa City|Wards 6|6|Representative in Congress|DEM|Peter Barca|0
V. Genoa City|Wards 6|6|Representative in Congress|REP|Bryan Steil|0
V. Genoa City|Wards 6|6|Representative in Congress|GRN|Chester Todd, Jr.|0
V. Genoa City|Wards 6|6|Representative in Congress|Write-In||0
V. Genoa City|Wards 6|6|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
V. Genoa City|Wards 6|6|Representative to the Assembly District 32|REP|Amanda Nedweski|0
V. Genoa City|Wards 6|6|Representative to the Assembly District 32|Write-In||0
V. Genoa City|Wards 6|6|District Attorney|DEM|Carli McNeill|0
V. Genoa City|Wards 6|6|District Attorney|REP|Xavier Solis|0
V. Genoa City|Wards 6|6|District Attorney|Write-In||0
V. Genoa City|Wards 6|6|County Clerk|DEM|Regi Waligora|0
V. Genoa City|Wards 6|6|County Clerk|Write-In||0
V. Genoa City|Wards 6|6|County Treasurer|DEM|Teri Jacobson|0
V. Genoa City|Wards 6|6|County Treasurer|Write-In||0
V. Genoa City|Wards 6|6|Register of Deeds|DEM|Jennifer Mack|0
V. Genoa City|Wards 6|6|Register of Deeds|Write-In||0
V. Genoa City|Wards 6|6|State Referendum|Yes||0
V. Genoa City|Wards 6|6|State Referendum|No||0
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|REP|Donald J. Trump / JD Vance|1205
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|DEM|Kamala D. Harris / Tim Walz|634
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|9
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|GRN|Jill Stein / Rudolph Ware|7
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|6
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|1
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|JFA|Cornel West / Melina Abdullah|1
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|CON|Randall Terry / Stephen Broden|1
V. Paddock Lake|Wards 1-6|1-6|President / Vice President|Write-In||5
V. Paddock Lake|Wards 1-6|1-6|United States Senator|REP|Eric Hovde|1133
V. Paddock Lake|Wards 1-6|1-6|United States Senator|DEM|Tammy Baldwin|635
V. Paddock Lake|Wards 1-6|1-6|United States Senator|DTC|Phil Anderson|42
V. Paddock Lake|Wards 1-6|1-6|United States Senator|AFT|Thomas Leager|31
V. Paddock Lake|Wards 1-6|1-6|United States Senator|Write-In||1
V. Paddock Lake|Wards 1-6|1-6|Representative in Congress|REP|Bryan Steil|1213
V. Paddock Lake|Wards 1-6|1-6|Representative in Congress|DEM|Peter Barca|569
V. Paddock Lake|Wards 1-6|1-6|Representative in Congress|GRN|Chester Todd, Jr.|37
V. Paddock Lake|Wards 1-6|1-6|Representative in Congress|Write-In||1
V. Paddock Lake|Wards 1-6|1-6|Representative to the Assembly District 32|REP|Amanda Nedweski|1213
V. Paddock Lake|Wards 1-6|1-6|Representative to the Assembly District 32|DEM|Michael Dhindsa|581
V. Paddock Lake|Wards 1-6|1-6|Representative to the Assembly District 32|Write-In||2
V. Paddock Lake|Wards 1-6|1-6|District Attorney|REP|Xavier Solis|1119
V. Paddock Lake|Wards 1-6|1-6|District Attorney|DEM|Carli McNeill|650
V. Paddock Lake|Wards 1-6|1-6|District Attorney|Write-In||3
V. Paddock Lake|Wards 1-6|1-6|County Clerk|DEM|Regi Waligora|1111
V. Paddock Lake|Wards 1-6|1-6|County Clerk|Write-In||77
V. Paddock Lake|Wards 1-6|1-6|County Treasurer|DEM|Teri Jacobson|1107
V. Paddock Lake|Wards 1-6|1-6|County Treasurer|Write-In||81
V. Paddock Lake|Wards 1-6|1-6|Register of Deeds|DEM|Jennifer Mack|1113
V. Paddock Lake|Wards 1-6|1-6|Register of Deeds|Write-In||73
V. Paddock Lake|Wards 1-6|1-6|State Referendum|Yes||1444
V. Paddock Lake|Wards 1-6|1-6|State Referendum|No||315
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|REP|Donald J. Trump / JD Vance|703
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|DEM|Kamala D. Harris / Tim Walz|376
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|6
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|4
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|CON|Randall Terry / Stephen Broden|3
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|1
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Pleasant Prairie|Wards 1-3|1-3|President / Vice President|Write-In||6
V. Pleasant Prairie|Wards 1-3|1-3|United States Senator|REP|Eric Hovde|660
V. Pleasant Prairie|Wards 1-3|1-3|United States Senator|DEM|Tammy Baldwin|379
V. Pleasant Prairie|Wards 1-3|1-3|United States Senator|DTC|Phil Anderson|29
V. Pleasant Prairie|Wards 1-3|1-3|United States Senator|AFT|Thomas Leager|16
V. Pleasant Prairie|Wards 1-3|1-3|United States Senator|Write-In||1
V. Pleasant Prairie|Wards 1-3|1-3|Representative in Congress|REP|Bryan Steil|699
V. Pleasant Prairie|Wards 1-3|1-3|Representative in Congress|DEM|Peter Barca|366
V. Pleasant Prairie|Wards 1-3|1-3|Representative in Congress|GRN|Chester Todd, Jr.|17
V. Pleasant Prairie|Wards 1-3|1-3|Representative in Congress|Write-In||0
V. Pleasant Prairie|Wards 1-3|1-3|State Senator District 22|DEM|Robert W. Wirch|657
V. Pleasant Prairie|Wards 1-3|1-3|State Senator District 22|Write-In||72
V. Pleasant Prairie|Wards 1-3|1-3|Representative to the Assembly District 65|REP|Brian Gonzales|689
V. Pleasant Prairie|Wards 1-3|1-3|Representative to the Assembly District 65|DEM|Ben DeSmidt|360
V. Pleasant Prairie|Wards 1-3|1-3|Representative to the Assembly District 65|Write-In||0
V. Pleasant Prairie|Wards 1-3|1-3|District Attorney|REP|Xavier Solis|653
V. Pleasant Prairie|Wards 1-3|1-3|District Attorney|DEM|Carli McNeill|394
V. Pleasant Prairie|Wards 1-3|1-3|District Attorney|Write-In||0
V. Pleasant Prairie|Wards 1-3|1-3|County Clerk|DEM|Regi Waligora|636
V. Pleasant Prairie|Wards 1-3|1-3|County Clerk|Write-In||63
V. Pleasant Prairie|Wards 1-3|1-3|County Treasurer|DEM|Teri Jacobson|641
V. Pleasant Prairie|Wards 1-3|1-3|County Treasurer|Write-In||62
V. Pleasant Prairie|Wards 1-3|1-3|Register of Deeds|DEM|Jennifer Mack|638
V. Pleasant Prairie|Wards 1-3|1-3|Register of Deeds|Write-In||59
V. Pleasant Prairie|Wards 1-3|1-3|State Referendum|Yes||868
V. Pleasant Prairie|Wards 1-3|1-3|State Referendum|No||177
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|REP|Donald J. Trump / JD Vance|411
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|DEM|Kamala D. Harris / Tim Walz|184
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|7
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|GRN|Jill Stein / Rudolph Ware|6
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|5
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|CON|Randall Terry / Stephen Broden|2
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Pleasant Prairie|Wards 4,5|4,5|President / Vice President|Write-In||4
V. Pleasant Prairie|Wards 4,5|4,5|United States Senator|REP|Eric Hovde|410
V. Pleasant Prairie|Wards 4,5|4,5|United States Senator|DEM|Tammy Baldwin|179
V. Pleasant Prairie|Wards 4,5|4,5|United States Senator|AFT|Thomas Leager|12
V. Pleasant Prairie|Wards 4,5|4,5|United States Senator|DTC|Phil Anderson|10
V. Pleasant Prairie|Wards 4,5|4,5|United States Senator|Write-In||0
V. Pleasant Prairie|Wards 4,5|4,5|Representative in Congress|REP|Bryan Steil|422
V. Pleasant Prairie|Wards 4,5|4,5|Representative in Congress|DEM|Peter Barca|177
V. Pleasant Prairie|Wards 4,5|4,5|Representative in Congress|GRN|Chester Todd, Jr.|11
V. Pleasant Prairie|Wards 4,5|4,5|Representative in Congress|Write-In||0
V. Pleasant Prairie|Wards 4,5|4,5|Representative to the Assembly District 32|REP|Amanda Nedweski|434
V. Pleasant Prairie|Wards 4,5|4,5|Representative to the Assembly District 32|DEM|Michael Dhindsa|166
V. Pleasant Prairie|Wards 4,5|4,5|Representative to the Assembly District 32|Write-In||1
V. Pleasant Prairie|Wards 4,5|4,5|District Attorney|REP|Xavier Solis|395
V. Pleasant Prairie|Wards 4,5|4,5|District Attorney|DEM|Carli McNeill|196
V. Pleasant Prairie|Wards 4,5|4,5|District Attorney|Write-In||0
V. Pleasant Prairie|Wards 4,5|4,5|County Clerk|DEM|Regi Waligora|381
V. Pleasant Prairie|Wards 4,5|4,5|County Clerk|Write-In||32
V. Pleasant Prairie|Wards 4,5|4,5|County Treasurer|DEM|Teri Jacobson|382
V. Pleasant Prairie|Wards 4,5|4,5|County Treasurer|Write-In||28
V. Pleasant Prairie|Wards 4,5|4,5|Register of Deeds|DEM|Jennifer Mack|381
V. Pleasant Prairie|Wards 4,5|4,5|Register of Deeds|Write-In||26
V. Pleasant Prairie|Wards 4,5|4,5|State Referendum|Yes||499
